Year,Region,Sales_Volume
2022,South America,7323
2022,South America,6779
2011,North America,4077
2020,Europe,9822
2024,North America,7605
2023,Africa,7260
2010,Asia,7862
2022,North America,5976
2014,Europe,3785
2016,Africa,8899
2012,South America,8012
2023,South America,4590
2017,North America,5053
2023,Europe,6908
2024,Africa,230
2014,Europe,546
2014,Europe,4046
2022,North America,6237
2014,South America,3929
2017,Middle East,166
2011,Asia,8104
2011,Africa,3909
2024,Europe,5993
2023,North America,2656
2021,Africa,394
2017,Middle East,7490
2018,Europe,7584
2020,South America,5676
2021,Middle East,6339
2019,Europe,553
2019,North America,6269
2011,Middle East,4301
2013,North America,2983
2017,Europe,9418
2011,Asia,5731
2013,Europe,1346
2019,Asia,959
2022,South America,2791
2022,Asia,7995
2010,Europe,4581
2011,Middle East,4404
2016,South America,7226
2010,Africa,6488
2021,North America,8302
2010,North America,2093
2011,South America,5816
2013,Europe,1018
2016,North America,804
2013,North America,5939
2014,Africa,2776
2013,North America,1406
2013,Africa,7967
2018,Africa,4854
2024,South America,6599
2015,North America,763
2021,South America,1392
2012,Asia,8676
2015,Europe,1182
2022,Europe,8175
2016,South America,6279
2016,Europe,479
2017,Asia,5537
2022,North America,1708
2013,South America,7335
2010,Africa,4555
2015,North America,952
2017,Asia,655
2014,Europe,8025
2022,North America,9240
2012,Asia,6198
2013,South America,1968
2017,Middle East,2006
2015,Europe,2400
2022,South America,401
2024,North America,2216
2022,Middle East,1170
2014,South America,1558
2022,Middle East,1441
2018,South America,6763
2019,Asia,6054
2012,South America,4559
2016,Asia,763
2018,Middle East,6164
2020,Middle East,261
2022,North America,7573
2020,Africa,5322
2021,Africa,7033
2013,South America,2798
2019,Middle East,8107
2019,North America,3684
2012,Europe,9060
2010,Middle East,1907
2018,Africa,4707
2022,South America,2063
2010,South America,6574
2011,Middle East,5872
2018,Asia,6488
2014,Asia,3414
2013,North America,3983
2018,Asia,2193
2018,Middle East,5203
2011,Europe,3297
2012,South America,7275
2021,Asia,5493
2012,Asia,7909
2014,South America,7823
2022,North America,3076
2012,Middle East,4046
2019,Europe,1956
2015,Middle East,2634
2011,Middle East,7122
2015,South America,2422
2015,Middle East,1397
2011,Asia,840
2015,North America,7263
2015,Asia,6658
2015,Africa,1784
2021,North America,9553
2022,Asia,2163
2023,Middle East,4959
2014,North America,4553
2016,Middle East,9823
2022,Africa,6318
2024,South America,8386
2021,Europe,825
2014,North America,7500
2020,Asia,346
2010,Asia,5816
2021,Africa,3256
2018,Middle East,5505
2012,Africa,1759
2011,Africa,8822
2019,Africa,2005
2015,South America,6236
2017,Africa,6645
2011,North America,4650
2013,Asia,1974
2011,Europe,2360
2021,Europe,8675
2021,Africa,2077
2018,Europe,7178
2019,South America,6258
2022,Europe,9857
2024,South America,6262
2011,South America,6955
2019,North America,8985
2011,Middle East,6490
2023,Middle East,8118
2022,North America,3342
2014,Africa,6172
2021,Middle East,8879
2014,Asia,4382
2021,Middle East,4801
2016,South America,988
2010,Middle East,684
2021,Middle East,7615
2011,Europe,2930
2020,North America,4508
2020,Africa,2685
2015,Asia,9344
2011,South America,1422
2013,South America,2604
2019,Europe,7960
2015,South America,7356
2022,South America,7074
2021,Africa,8550
2016,Africa,3197
2019,Europe,8015
2014,North America,9131
2017,South America,3182
2015,Africa,1261
2014,North America,7685
2013,Middle East,8936
2015,Middle East,8128
2015,Asia,5462
2015,Asia,1063
2010,Middle East,1237
2015,Europe,5150
2010,Europe,5996
2014,Middle East,737
2016,Asia,6624
2010,Asia,572
2022,Europe,4660
2010,Asia,1938
2022,South America,8736
2022,North America,4511
2024,Middle East,924
2015,Europe,5210
2024,South America,160
2016,Europe,8668
2015,Europe,5205
2014,Africa,9913
2015,Middle East,3307
2022,South America,2208
2023,Middle East,5814
2012,South America,1107
2018,South America,9058
2024,Europe,8266
2014,Europe,6326
2011,Middle East,8887
2023,Europe,8811
2023,North America,8784
2021,Asia,7205
2019,Middle East,7029
2019,South America,526
2016,South America,2739
2012,South America,892
2010,Asia,8281
2012,North America,5703
2018,North America,4742
2014,South America,3641
2016,Africa,5720
2012,Asia,333
2013,Africa,8109
2010,Middle East,6873
2012,Asia,5966
2016,North America,586
2013,Africa,7574
2024,South America,6212
2011,Europe,9643
2023,South America,756
2014,Asia,6054
2024,North America,5799
2014,North America,8138
2024,Asia,7151
2011,Middle East,1881
2024,North America,9505
2024,Europe,6537
2020,Africa,442
2015,North America,6386
2019,Asia,6116
2013,Africa,9744
2023,Europe,2718
2010,Middle East,5964
2012,North America,7876
2023,Asia,9909
2018,North America,1506
2019,Europe,1949
2016,Africa,2228
2022,Africa,9266
2015,Europe,1025
2023,Asia,4694
2010,Europe,7273
2018,Europe,5630
2022,Middle East,8693
2018,Asia,4039
2010,South America,2382
2023,Middle East,6563
2022,Europe,8932
2022,Middle East,1563
2024,South America,7365
2015,Asia,6954
2016,Europe,4598
2011,Asia,1893
2019,Asia,2802
2017,South America,4823
2017,South America,3339
2015,Asia,3251
2018,Africa,6356
2012,Europe,1758
2011,Asia,5574
2011,Africa,164
2015,Middle East,5020
2016,South America,2150
2015,North America,8897
2020,North America,6164
2012,Asia,9920
2014,South America,9250
2017,Asia,1786
2015,North America,3688
2011,Africa,7539
2024,Asia,4679
2016,Europe,2620
2017,Europe,9230
2013,North America,267
2021,Europe,3413
2010,South America,6482
2011,Middle East,9750
2013,Africa,7313
2016,Africa,8347
2011,Africa,2764
2015,Europe,1600
2011,South America,7352
2021,Middle East,3236
2016,South America,4687
2011,North America,6645
2012,Asia,4609
2018,Middle East,5665
2022,Europe,6520
2024,South America,1836
2013,Europe,4004
2023,South America,3262
2014,Europe,8276
2018,Middle East,7324
2016,Africa,1099
2017,Africa,414
2024,North America,5152
2020,South America,328
2012,Europe,7250
2020,North America,8390
2020,Middle East,3143
2013,Europe,7932
2016,Middle East,6337
2013,Asia,2872
2011,Middle East,6677
2023,Africa,2175
2019,Africa,9640
2015,Middle East,9892
2018,Asia,8728
2011,Asia,4753
2010,North America,5298
2017,Africa,845
2010,Africa,2743
2010,South America,9306
2012,Asia,3814
2014,Africa,7629
2022,Asia,5688
2021,North America,3509
2018,Asia,2198
2020,Africa,2487
2019,Africa,5366
2011,Middle East,2738
2021,North America,4416
2021,Asia,2612
2010,South America,4973
2010,North America,7025
2017,Africa,5215
2019,Asia,1072
2019,South America,6332
2019,Middle East,468
2011,Middle East,9250
2022,Asia,4924
2018,North America,2454
2018,South America,7710
2011,South America,8031
2012,North America,5079
2011,Africa,8308
2015,Asia,9684
2024,North America,1294
2016,Middle East,7449
2021,South America,2836
2015,North America,1252
2012,Middle East,2882
2021,Middle East,3565
2024,Asia,3689
2012,Asia,8878
2021,South America,3711
2011,North America,7565
2011,North America,7699
2020,Asia,8639
2021,Asia,7287
2014,North America,2354
2020,Africa,1587
2020,North America,1838
2017,South America,5078
2015,Africa,2326
2018,Africa,7625
2020,North America,5068
2014,Middle East,496
2019,Asia,2829
2013,Asia,3479
2018,South America,143
2021,South America,1743
2019,Middle East,5285
2020,Middle East,2763
2023,Middle East,594
2014,South America,3995
2010,Europe,1787
2014,Middle East,7768
2024,Africa,8368
2014,North America,2821
2014,Europe,8272
2022,Middle East,8831
2011,South America,9380
2022,Middle East,8041
2015,North America,2142
2014,Europe,4397
2011,North America,5969
2021,Middle East,3176
2019,South America,316
2024,South America,559
2024,Middle East,1243
2023,Europe,7884
2017,Middle East,6428
2015,Europe,2703
2020,North America,7621
2019,Asia,4159
2021,North America,9471
2020,Africa,2393
2012,Africa,6890
2018,Middle East,452
2022,Africa,4555
2020,Asia,9566
2020,Africa,5017
2023,Middle East,3717
2013,Asia,8327
2012,Asia,3174
2016,South America,412
2021,Middle East,3737
2022,North America,2411
2024,Africa,6642
2023,Africa,7378
2017,Asia,4044
2016,South America,9363
2010,North America,5194
2010,North America,705
2022,Asia,2067
2014,South America,4961
2024,Africa,7918
2023,Africa,5121
2017,Europe,1191
2023,South America,697
2019,Asia,4069
2020,Africa,6825
2012,Asia,6752
2017,South America,6997
2012,North America,1347
2013,Europe,5830
2019,Europe,3316
2016,South America,3823
2012,Africa,3748
2013,South America,7323
2017,Africa,9567
2013,Africa,9485
2018,Africa,1418
2013,Africa,4011
2022,North America,9410
2023,Africa,873
2013,South America,973
2022,North America,8437
2014,Europe,8236
2010,Middle East,2833
2016,Europe,6895
2018,Europe,3313
2021,North America,4441
2018,Asia,951
2010,North America,4633
2024,Africa,9364
2015,Africa,8194
2012,Africa,947
2013,Africa,1259
2017,Europe,411
2024,South America,3606
2013,Europe,4268
2017,Europe,4674
2013,Middle East,7133
2018,Asia,7288
2015,Europe,3982
2010,South America,9155
2022,North America,5900
2019,South America,9074
2011,South America,3566
2016,Asia,7901
2019,North America,8118
2016,South America,5876
2012,Europe,3882
2010,South America,2275
2017,North America,9058
2022,Middle East,9600
2022,Africa,3021
2019,South America,3713
2023,Europe,9065
2020,Europe,7314
2024,South America,7026
2020,Africa,5857
2019,North America,9897
2024,South America,3830
2016,Middle East,8249
2019,Middle East,5864
2017,Asia,1875
2010,South America,6419
2023,Middle East,9330
2012,South America,6722
2022,North America,2960
2011,Middle East,4359
2010,North America,179
2014,South America,9618
2012,North America,7933
2019,Asia,1699
2024,Africa,4867
2017,Asia,2726
2015,Middle East,6412
2019,Asia,9980
2023,North America,4775
2018,Middle East,3168
2018,South America,5163
2020,Europe,2314
2015,South America,5187
2011,Asia,1976
2018,Asia,6439
2011,Middle East,5215
2012,Europe,7603
2015,Middle East,3035
2011,Asia,8417
2014,Europe,1438
2011,Africa,5544
2021,Middle East,7733
2013,Middle East,1752
2024,North America,4110
2020,South America,5987
2020,Middle East,7030
2012,South America,2458
2014,Europe,8545
2015,Europe,1280
2022,South America,4979
2016,Europe,7907
2019,North America,9532
2017,Africa,9781
2018,Europe,9386
2023,South America,4549
2013,Asia,9325
2013,Middle East,6091
2016,South America,8763
2021,North America,7048
2024,Middle East,2600
2019,Asia,9226
2019,South America,9795
2020,Africa,5182
2018,Asia,480
2020,South America,5407
2011,North America,3520
2022,South America,1501
2020,Europe,2982
2015,Middle East,6807
2019,North America,6802
2019,Middle East,642
2017,South America,8159
2022,Europe,8896
2014,South America,2672
2014,South America,237
2017,South America,288
2010,Africa,8494
2015,North America,5378
2019,Europe,3923
2022,Asia,1367
2018,South America,3269
2021,Asia,3759
2015,North America,9051
2024,Africa,7718
2016,South America,2394
2013,North America,560
2021,Middle East,9782
2019,Africa,2197
2010,South America,6863
2018,Asia,9390
2021,Europe,8797
2015,Middle East,2206
2012,South America,5600
2013,Africa,5141
2019,North America,2284
2021,Asia,1971
2015,Europe,3014
2015,Asia,8344
2021,Africa,8194
2018,Middle East,8472
2013,Africa,1354
2014,Africa,5285
2014,Asia,3784
2012,North America,4853
2011,Asia,9901
2017,Middle East,9107
2019,North America,1584
2024,Asia,3348
2018,Middle East,5995
2019,Middle East,3473
2020,Asia,7406
2022,Africa,2421
2018,South America,1294
2023,South America,7693
2014,Africa,5272
2020,Africa,907
2018,Europe,8341
2013,North America,8899
2011,Africa,8842
2012,Asia,3749
2010,South America,5450
2014,Middle East,9576
2010,Europe,6274
2021,North America,2260
2020,Asia,8776
2010,South America,6506
2023,South America,8258
2020,Asia,3811
2020,Asia,4367
2022,South America,8798
2016,Europe,7799
2011,South America,5204
2024,Middle East,3097
2017,Europe,7125
2015,Asia,3843
2013,Asia,4094
2018,Africa,8646
2024,South America,3038
2019,Europe,6849
2017,Europe,766
2022,South America,9848
2019,Europe,3710
2012,Europe,8146
2012,Europe,9215
2013,Africa,1807
2023,South America,2563
2018,North America,3096
2018,Africa,4520
2014,Africa,2765
2021,North America,6892
2018,South America,9543
2015,Asia,8742
2017,Asia,8780
2020,Europe,1536
2017,Europe,3764
2021,South America,7659
2019,South America,3281
2024,Africa,5633
2016,Europe,8732
2013,Africa,2790
2013,Middle East,7375
2015,Asia,9463
2023,Middle East,3041
2018,Asia,2715
2016,Europe,6615
2014,South America,8167
2014,North America,363
2017,Asia,6470
2015,Africa,6675
2010,Middle East,7778
2010,Asia,6898
2018,Middle East,9817
2017,Middle East,9902
2015,Africa,9533
2022,Africa,6407
2010,Africa,6509
2023,South America,2018
2011,Asia,5229
2019,Asia,4639
2012,Middle East,6141
2019,Asia,4145
2021,Europe,412
2012,Africa,1032
2011,Middle East,8740
2021,South America,744
2011,Middle East,6015
2015,Asia,3103
2016,Middle East,4269
2013,Asia,9609
2010,North America,2356
2015,Africa,3869
2016,Asia,5392
2013,North America,9313
2015,Europe,7653
2018,North America,3187
2013,Asia,9754
2021,North America,3700
2024,Middle East,2787
2023,North America,8648
2019,Asia,5135
2013,Middle East,6698
2019,Europe,1429
2021,Asia,8402
2014,South America,7522
2012,Asia,5884
2019,North America,7133
2011,Africa,7916
2024,Africa,5705
2018,Europe,1597
2022,Middle East,814
2010,Africa,3440
2014,Asia,4924
2014,Europe,7072
2017,Middle East,2759
2015,Asia,7516
2015,South America,7030
2015,Middle East,1718
2013,Europe,5924
2024,Asia,7584
2010,Middle East,5587
2012,Middle East,8785
2022,Middle East,6956
2022,North America,6106
2024,North America,5461
2019,South America,1276
2021,Middle East,6678
2020,Asia,2623
2015,Asia,5312
2014,South America,4246
2019,North America,9295
2010,Africa,3535
2014,Africa,5403
2011,Africa,9789
2010,North America,5237
2013,North America,7336
2015,Africa,6519
2016,South America,2831
2018,South America,5907
2014,Asia,9671
2017,Asia,4258
2017,Asia,8179
2020,Asia,3833
2018,Europe,8267
2012,Africa,7846
2012,Middle East,9774
2018,North America,187
2016,Europe,4043
2024,Asia,6867
2013,Asia,5125
2024,South America,582
2010,South America,4202
2016,Asia,6211
2019,Europe,8313
2015,Europe,332
2012,Asia,8888
2023,Europe,6659
2014,Europe,4660
2012,Africa,2896
2017,South America,4794
2014,Asia,2523
2019,Middle East,5822
2019,Asia,8416
2015,South America,1726
2011,Middle East,6916
2017,Europe,657
2018,South America,112
2012,North America,2614
2022,North America,8172
2024,Middle East,6021
2015,Europe,8753
2015,Asia,244
2011,Europe,3732
2019,Middle East,2959
2017,Europe,6347
2014,North America,3206
2020,North America,918
2020,Europe,1293
2017,North America,8595
2023,Asia,7240
2022,Africa,1031
2023,Middle East,7400
2017,North America,8850
2024,North America,5924
2021,North America,5337
2012,Africa,499
2014,Europe,8335
2016,Africa,1004
2014,South America,3787
2015,Africa,5427
2011,North America,9799
2017,North America,5396
2014,Middle East,449
2015,Asia,1548
2010,Africa,2507
2019,Asia,4844
2011,Middle East,8064
2020,Middle East,9552
2013,North America,4493
2020,Africa,2355
2018,Africa,2120
2015,Asia,7787
2017,South America,3610
2011,Middle East,8851
2019,Middle East,1693
2024,Africa,725
2014,South America,9035
2021,Africa,9409
2021,North America,4230
2022,South America,5212
2010,South America,1964
2013,Europe,8803
2019,Africa,392
2010,South America,1157
2020,Asia,5876
2020,Middle East,5715
2018,Africa,4229
2011,Middle East,105
2016,North America,7493
2012,North America,1278
2023,Middle East,4363
2011,South America,9045
2022,North America,5546
2013,Middle East,7395
2016,Middle East,4051
2016,Asia,5778
2018,Europe,7038
2021,South America,1941
2022,Africa,1035
2012,Europe,3684
2016,South America,6436
2015,Africa,6258
2019,Middle East,6050
2016,Middle East,5148
2016,South America,6406
2019,Europe,2859
2014,Europe,5618
2018,North America,1462
2016,Africa,3065
2016,Europe,7402
2021,Europe,8923
2023,Africa,6788
2012,Asia,8901
2010,Africa,2743
2023,North America,6656
2023,Asia,7587
2014,Middle East,2515
2017,Asia,4309
2014,North America,5357
2019,South America,1137
2012,North America,7434
2018,Asia,2038
2011,North America,6283
2024,Middle East,7832
2012,Europe,6158
2021,Africa,7398
2013,Europe,9782
2019,South America,5843
2010,Asia,7863
2020,North America,8019
2013,Europe,5521
2013,South America,6905
2018,Europe,8425
2017,South America,5759
2011,Africa,5566
2022,Asia,1137
2016,Middle East,9019
2015,Europe,8128
2016,Europe,6430
2020,Asia,9143
2013,Africa,9110
2023,Europe,5941
2023,Africa,1158
2014,Europe,9922
2015,Europe,9462
2018,Asia,7568
2011,North America,8767
2020,Asia,4784
2018,Africa,2274
2019,Middle East,1822
2010,South America,1347
2013,Africa,3482
2021,Africa,6204
2014,Asia,6945
2018,South America,1238
2024,Middle East,6858
2015,Europe,2200
2013,Europe,6723
2011,South America,9796
2014,Asia,7369
2017,Asia,6153
2017,North America,4775
2015,Europe,1376
2020,South America,2580
2010,North America,295
2024,Middle East,9602
2017,Africa,2612
2013,Asia,7259
2024,Middle East,1859
2023,Asia,9764
2011,Europe,1314
2010,Africa,8924
2016,North America,6421
