Model,Year,Sales_Volume
i3,2022,2524
i8,2016,8681
i3,2016,4887
7 Series,2011,8243
X3,2023,5808
M3,2020,6749
7 Series,2021,6575
3 Series,2023,994
X5,2010,2874
i3,2017,4743
X6,2014,1115
M5,2019,4751
7 Series,2024,7815
5 Series,2011,7854
X1,2012,4604
i3,2015,8659
X1,2019,4599
X6,2015,9804
X1,2017,9393
7 Series,2014,6743
M5,2014,7981
i3,2016,8400
X1,2019,300
i3,2022,1223
i3,2023,6173
i3,2024,5741
M3,2014,3855
i3,2024,3086
X1,2018,5186
X1,2015,7894
7 Series,2016,9900
3 Series,2021,5796
M5,2017,4397
M5,2022,1620
X6,2014,7588
X6,2023,8267
X3,2020,5017
i3,2013,310
X1,2024,3891
i3,2021,4577
3 Series,2024,4883
5 Series,2017,1515
i3,2021,9238
X3,2019,3358
X3,2018,2008
M5,2010,7044
i8,2012,8916
M3,2021,4396
3 Series,2013,4561
X1,2022,1766
M5,2016,6923
M3,2015,9580
3 Series,2019,3696
3 Series,2019,9518
X6,2020,9762
X1,2010,369
i8,2013,7479
X1,2015,358
X6,2012,3948
M5,2024,8304
i3,2011,3990
M5,2011,200
i8,2019,8595
3 Series,2021,7196
5 Series,2021,9343
7 Series,2013,2366
X6,2022,3268
3 Series,2010,8188
3 Series,2024,686
M3,2019,5959
3 Series,2011,7357
X6,2022,8530
7 Series,2019,443
X6,2024,4516
M5,2011,1904
7 Series,2013,3238
i8,2013,2673
M3,2010,2452
7 Series,2016,5384
M5,2016,1679
5 Series,2019,1567
7 Series,2020,9574
X6,2019,3600
X5,2019,6062
5 Series,2010,6965
M5,2020,8072
M3,2017,2792
M3,2019,6879
3 Series,2023,3361
7 Series,2023,7426
i3,2016,3662
i8,2016,6332
X3,2020,4920
X5,2015,3867
i8,2021,7547
i3,2013,613
X3,2020,7853
X6,2017,6411
3 Series,2011,4405
i3,2016,5423
i8,2012,7919
7 Series,2023,4423
i3,2012,722
X5,2023,9253
X5,2016,5900
7 Series,2021,6878
i3,2012,7697
i8,2024,4964
X3,2024,4115
5 Series,2014,4289
X3,2017,9635
i3,2023,6294
X6,2022,516
X5,2013,9070
M5,2016,1551
i3,2016,4214
M5,2011,4115
i3,2023,9959
X3,2017,908
3 Series,2019,1291
X5,2021,802
X5,2019,1017
5 Series,2024,7695
7 Series,2023,9984
M3,2018,2046
X1,2015,5788
i3,2023,4961
X1,2014,9506
X3,2010,4230
X1,2010,6170
M5,2018,4292
3 Series,2023,7704
3 Series,2013,6285
i3,2010,1695
i3,2020,2456
3 Series,2019,832
i8,2021,1605
i3,2012,2559
M3,2015,7522
i8,2023,7290
X1,2020,3281
X6,2022,7390
X3,2022,6072
i8,2020,1656
X5,2017,4609
7 Series,2022,7825
X6,2019,4455
i8,2011,4454
X5,2017,457
M3,2023,8976
5 Series,2022,8675
X1,2010,6038
i8,2020,7270
X1,2011,2700
M5,2017,3094
3 Series,2016,7375
X6,2014,2501
5 Series,2024,8012
M3,2022,5092
i3,2019,6132
M5,2011,4616
M3,2018,3712
M3,2014,9293
X5,2017,3889
M3,2022,8950
X1,2013,2051
5 Series,2023,7128
7 Series,2018,6370
X1,2019,3303
X1,2016,5976
X6,2011,9502
X5,2012,5988
X6,2023,9659
X3,2011,3516
i8,2014,4944
M5,2011,5945
X6,2014,7865
X6,2022,1948
X3,2018,1400
M3,2011,8650
X6,2018,2884
M3,2016,9679
M5,2016,6122
X5,2023,1153
i3,2014,2914
i3,2017,6480
X6,2016,891
X3,2015,8303
M3,2011,432
3 Series,2015,9473
7 Series,2023,7712
M5,2011,4513
7 Series,2010,690
7 Series,2018,6387
M5,2022,981
i3,2014,1911
X6,2019,3640
5 Series,2019,9910
X3,2013,9556
X1,2021,5534
X3,2020,4732
X6,2017,9132
X5,2024,4594
X6,2014,2708
7 Series,2023,4397
M3,2016,1923
7 Series,2012,8298
7 Series,2024,9632
5 Series,2017,7981
M5,2017,6536
i8,2012,8114
X1,2018,3444
3 Series,2023,4907
i3,2017,8329
7 Series,2010,510
M3,2017,999
i3,2021,5214
M3,2020,4545
3 Series,2024,8966
X5,2013,7034
M5,2015,2922
5 Series,2023,3656
X6,2022,6639
X6,2019,8544
3 Series,2018,3961
M3,2014,5334
3 Series,2016,4390
X1,2022,9713
i3,2024,1040
i3,2010,7531
i8,2018,7448
5 Series,2023,4528
X5,2015,668
X6,2020,8366
7 Series,2013,7629
i8,2015,3875
i8,2014,8566
5 Series,2012,4717
5 Series,2016,5019
7 Series,2012,4010
5 Series,2022,686
i8,2023,1348
X3,2024,6824
X3,2022,5321
M3,2011,6468
X5,2023,2584
i8,2013,2069
X3,2016,5942
X3,2014,5656
X1,2023,3415
3 Series,2018,769
M5,2019,8284
i3,2024,2042
i8,2016,5117
i3,2021,2931
M5,2023,4176
X3,2018,2512
X1,2023,5048
X6,2018,4332
M5,2021,547
M5,2011,3088
X1,2024,520
M3,2010,738
X1,2020,732
i3,2013,6612
X6,2013,6987
M3,2022,9479
5 Series,2011,8617
5 Series,2012,7590
X5,2012,3574
7 Series,2014,3219
M5,2010,5020
i8,2018,1490
X3,2017,557
M5,2017,7114
X3,2012,8355
5 Series,2011,4163
5 Series,2010,372
7 Series,2021,8527
X6,2015,321
i8,2022,9971
i8,2019,461
M5,2010,8326
5 Series,2023,8243
M3,2020,3337
i3,2014,312
5 Series,2018,8468
X3,2020,3024
X3,2018,9438
X3,2022,4265
X3,2021,4663
i3,2024,9485
5 Series,2013,5970
i8,2016,9079
X1,2023,6742
i8,2020,7395
i8,2016,4272
i8,2013,4494
X3,2014,516
i3,2020,2398
M5,2018,1083
5 Series,2016,7497
i8,2016,2899
X1,2019,4550
M3,2016,4621
M3,2024,8643
7 Series,2018,4483
M5,2014,3546
3 Series,2015,3137
X6,2012,9768
i3,2010,5907
5 Series,2020,3348
i3,2021,8970
X1,2011,1247
X1,2017,3785
X6,2022,8401
X3,2010,8354
3 Series,2019,3392
X5,2016,2593
M5,2014,3535
7 Series,2022,1161
i8,2015,7504
X5,2017,7234
M3,2013,1250
i8,2015,8164
X6,2023,9815
3 Series,2020,1241
X3,2012,8572
5 Series,2016,6057
5 Series,2011,5304
7 Series,2021,5879
i8,2017,4579
X6,2022,752
7 Series,2016,1722
X6,2021,7665
M3,2021,2279
X5,2017,6306
X3,2011,8665
M5,2012,784
5 Series,2021,3305
X3,2013,3131
X6,2021,4255
X5,2018,3456
X6,2021,6704
5 Series,2021,852
X1,2014,1315
X1,2015,7234
X5,2010,6966
i8,2013,4381
X5,2023,2954
X3,2013,4407
3 Series,2019,9467
M5,2017,7584
X3,2017,6826
X6,2019,4079
3 Series,2015,8687
3 Series,2017,9891
M5,2018,2429
i3,2014,9687
X5,2010,475
M3,2010,506
i3,2011,8608
M5,2011,7947
5 Series,2014,4951
7 Series,2016,515
5 Series,2016,6935
M3,2024,6454
X1,2013,8118
X1,2022,5714
i8,2013,8211
7 Series,2023,1959
M5,2023,5865
M3,2020,400
i8,2024,5375
X1,2019,8644
X3,2012,8189
i8,2020,8169
5 Series,2011,6231
M3,2012,2137
X3,2017,5355
X6,2024,6244
M3,2010,5632
5 Series,2013,9467
5 Series,2016,4949
i3,2014,4115
i3,2011,9759
M3,2010,2937
3 Series,2015,5381
i3,2022,4376
X3,2022,2289
5 Series,2014,4602
3 Series,2012,527
i8,2020,9896
X6,2020,8008
7 Series,2024,7367
M3,2020,2307
X1,2018,9144
i3,2012,8587
X6,2011,2201
7 Series,2014,1301
X1,2018,6211
X1,2017,252
M3,2015,5862
i3,2012,2685
X6,2015,3851
7 Series,2014,1828
3 Series,2010,7968
7 Series,2014,7887
3 Series,2023,5509
i3,2016,2171
M3,2018,9023
i8,2021,1674
X5,2024,8333
X5,2010,402
X5,2012,1520
X3,2017,170
X1,2015,6419
M3,2022,7478
X5,2014,6283
i3,2022,8503
5 Series,2019,3477
i3,2011,3754
X1,2012,1252
5 Series,2021,5314
M5,2011,6165
M3,2010,1248
X5,2016,5111
M5,2023,5950
3 Series,2012,2272
i8,2016,8663
X6,2021,8401
M3,2016,6961
M3,2017,223
7 Series,2010,4573
i8,2014,9806
X5,2019,5368
M5,2018,7613
7 Series,2021,1540
M3,2020,6447
M5,2016,3474
i3,2010,2010
M3,2017,9529
X5,2012,7104
X5,2022,7426
M5,2013,6593
i3,2013,2570
i8,2024,480
X1,2019,426
X3,2023,8238
X6,2021,7888
7 Series,2017,1293
X3,2010,1594
X1,2017,7456
X1,2018,281
X1,2018,6053
i8,2014,3550
X5,2013,2048
X6,2013,5128
7 Series,2018,6562
i8,2024,9937
i3,2017,2725
M3,2019,5462
5 Series,2024,6370
M5,2019,3051
X5,2021,1109
5 Series,2016,5681
i3,2021,1378
M3,2012,7508
X5,2013,9019
X3,2024,3964
X1,2018,9392
3 Series,2023,8189
X5,2022,8590
X3,2017,5110
X5,2021,2731
X5,2021,6900
X3,2010,7306
M5,2012,7673
7 Series,2023,3153
M3,2021,7111
i8,2019,7389
X6,2011,9860
M3,2011,1076
X5,2022,8289
i3,2022,9659
7 Series,2017,3409
5 Series,2015,9508
M5,2021,3315
7 Series,2021,5008
M3,2021,637
3 Series,2022,5030
X3,2015,1404
M5,2013,3088
X5,2010,775
X1,2020,6015
M5,2016,3592
i3,2017,2325
i8,2011,826
X1,2011,2200
i3,2010,5272
X1,2013,4353
3 Series,2015,2855
X5,2023,7493
X3,2014,3451
3 Series,2013,8564
X3,2023,4689
X6,2013,7756
X6,2019,9483
i3,2024,8376
i8,2016,3718
7 Series,2016,3035
7 Series,2011,8116
M3,2022,4502
X1,2016,2611
X3,2011,2777
3 Series,2013,6122
X5,2024,4200
3 Series,2010,6431
X1,2014,5031
3 Series,2010,3102
5 Series,2013,9786
5 Series,2022,1810
i3,2018,918
X5,2022,6035
X5,2021,6244
M5,2017,9149
M3,2015,4025
7 Series,2024,1525
i3,2017,7356
M5,2014,1585
X6,2016,4232
X3,2017,2654
M3,2016,6306
X3,2023,3104
X5,2013,2728
3 Series,2014,641
X6,2022,8482
3 Series,2023,3805
5 Series,2019,2725
X5,2015,9566
3 Series,2023,1811
3 Series,2023,6281
X3,2021,7160
i8,2020,802
X1,2015,2415
X6,2022,926
i8,2018,1571
7 Series,2019,1477
M5,2023,4726
X6,2023,7025
3 Series,2011,6008
M5,2015,1722
M5,2022,9276
X6,2012,6121
5 Series,2023,3041
M3,2011,2903
7 Series,2015,7356
5 Series,2013,1219
i3,2014,541
X1,2014,5796
7 Series,2012,1111
i3,2021,8108
i3,2013,254
5 Series,2012,1110
3 Series,2016,4435
X3,2024,6603
X1,2010,3989
X1,2024,339
5 Series,2015,4719
i8,2013,2561
5 Series,2010,3906
M5,2010,5570
X5,2014,7528
i8,2023,6486
X6,2014,148
X5,2019,6363
i3,2016,1596
M5,2022,433
M5,2021,4454
X5,2013,7200
X1,2023,1260
5 Series,2018,7333
X5,2013,9357
i3,2016,1523
X6,2014,7108
i8,2024,2522
X5,2014,1102
7 Series,2015,2061
X5,2017,4272
X6,2024,9437
X3,2014,4117
X6,2024,5011
X1,2012,9695
X5,2015,5805
i8,2023,1063
5 Series,2021,5517
M3,2023,4477
3 Series,2011,1206
M3,2021,4811
i3,2021,3717
X3,2017,9122
3 Series,2017,2327
5 Series,2024,4347
X6,2012,9672
X6,2021,9869
X5,2017,1236
i8,2018,4421
3 Series,2014,9341
5 Series,2014,7852
i8,2015,2623
3 Series,2016,2266
7 Series,2012,4003
i3,2014,6732
i8,2010,1962
7 Series,2020,5790
M3,2019,9882
X3,2014,5207
3 Series,2013,9962
M3,2010,1721
i3,2016,3831
i3,2024,2953
7 Series,2010,4829
7 Series,2022,4205
X3,2017,700
X1,2023,4913
M3,2019,2106
i3,2021,375
X5,2011,9590
i8,2019,3906
X1,2022,3476
X6,2021,2975
X1,2014,2228
i8,2022,2575
X3,2015,8144
M3,2018,1525
7 Series,2024,8816
X1,2023,4076
3 Series,2016,886
5 Series,2015,9199
X3,2014,3131
3 Series,2015,1951
X6,2024,8238
5 Series,2023,7165
X5,2020,6611
M3,2013,8627
3 Series,2010,6528
i3,2024,3259
3 Series,2021,8970
5 Series,2018,1411
X6,2020,9272
5 Series,2014,8983
X5,2017,4782
X6,2016,1887
3 Series,2017,5735
X3,2010,5196
X5,2018,7852
X3,2010,3489
5 Series,2012,7139
i3,2017,169
5 Series,2021,8040
M3,2020,3537
M3,2010,3389
i3,2023,4908
M5,2010,4551
M3,2015,8057
3 Series,2014,661
i8,2020,9308
3 Series,2015,6791
X3,2012,6546
X1,2019,5638
X6,2021,7344
X1,2019,4701
i3,2015,7053
M3,2011,5915
i8,2017,6948
X6,2024,7162
X3,2021,8723
X6,2015,3828
X1,2022,4045
M5,2022,6605
5 Series,2013,5376
7 Series,2013,8927
X5,2023,3610
X5,2020,7075
i3,2016,9725
X3,2023,6420
M5,2012,5010
5 Series,2020,1410
X1,2012,8514
X1,2015,3981
X6,2018,7484
i3,2010,8023
i8,2014,6613
X1,2010,9434
5 Series,2010,9659
i3,2012,5710
X5,2012,3405
X5,2013,8906
M5,2012,4748
3 Series,2015,8420
X5,2021,1691
3 Series,2024,2219
i8,2013,6207
X6,2017,3458
M5,2010,8887
5 Series,2017,8342
3 Series,2020,1115
X5,2010,3300
i3,2020,5639
i3,2010,4789
i3,2016,4773
i8,2010,9827
X5,2018,4681
7 Series,2023,8837
X6,2024,835
i8,2017,390
M3,2022,8681
M5,2024,6849
i3,2010,7717
i8,2011,6453
M3,2011,5182
M5,2011,1057
M3,2015,3649
3 Series,2013,3725
X3,2017,6887
i8,2010,5943
5 Series,2024,1909
7 Series,2019,2066
X3,2023,754
5 Series,2013,6867
5 Series,2019,4574
X1,2020,7335
3 Series,2014,5955
i8,2018,1105
M3,2014,720
5 Series,2022,1357
M3,2020,370
i3,2012,2333
i8,2020,8080
X1,2013,2443
3 Series,2019,9472
M5,2016,1140
M3,2010,5237
M3,2020,401
i3,2015,6314
5 Series,2017,3756
5 Series,2010,5109
X3,2017,5248
X5,2016,1671
i8,2010,3713
i8,2018,5210
7 Series,2020,6571
3 Series,2012,1426
7 Series,2011,9530
M5,2016,4767
5 Series,2020,1937
i8,2012,7308
X1,2010,730
i8,2019,7866
M3,2022,3814
X5,2012,2973
X5,2015,9895
i3,2012,6365
i3,2014,2809
X3,2018,2614
X5,2016,6152
i3,2011,2046
M3,2010,1160
X1,2016,9042
M3,2013,8208
X6,2020,6045
X5,2016,3608
X6,2015,5681
5 Series,2016,137
X3,2013,4230
3 Series,2012,9301
M5,2021,2660
M3,2014,3865
i3,2012,6624
M3,2023,4344
X1,2012,4986
X5,2013,4164
i3,2017,4577
i8,2011,2642
M3,2013,1062
M3,2020,4071
M5,2012,8088
M5,2016,3425
i3,2011,3354
7 Series,2010,3000
i8,2019,6881
i8,2010,9019
i3,2015,8005
X5,2012,1940
M5,2016,9770
5 Series,2017,6706
M5,2014,259
5 Series,2014,695
5 Series,2021,1806
3 Series,2011,9557
M5,2017,9961
X5,2019,6125
i3,2022,5696
7 Series,2010,7339
X1,2019,2474
X3,2018,2519
i3,2010,6425
M3,2010,207
3 Series,2010,4105
7 Series,2016,6995
M5,2013,4643
3 Series,2021,951
3 Series,2016,8949
i8,2014,2412
X3,2021,4423
i8,2023,336
X1,2016,3314
X6,2019,2460
i8,2023,2040
3 Series,2016,4852
7 Series,2013,7905
i3,2011,2377
X5,2017,4803
M3,2011,8486
X5,2018,4093
3 Series,2014,9032
i3,2018,7074
X3,2024,7453
3 Series,2018,547
5 Series,2023,4704
7 Series,2017,1001
X6,2017,1336
i8,2013,2263
i8,2023,5091
M3,2013,5353
i8,2023,8446
i3,2011,8352
7 Series,2013,4530
i8,2013,6123
M3,2015,7612
X6,2012,5891
M3,2011,3203
i8,2024,8592
i8,2017,3506
i8,2011,3516
5 Series,2017,2006
i8,2016,1557
i3,2012,9781
M5,2015,3988
M3,2015,8598
3 Series,2019,6107
3 Series,2023,8110
X3,2014,2125
7 Series,2022,636
X5,2017,449
i3,2024,6580
X3,2020,2530
X6,2021,824
i8,2014,1445
i8,2016,5554
3 Series,2015,1950
7 Series,2020,4546
X1,2024,7174
X3,2016,3439
X6,2022,292
5 Series,2018,7949
i3,2012,2660
M3,2019,3002
X1,2016,3936
i3,2022,4135
X1,2019,6921
X6,2012,1089
i8,2022,8657
X3,2011,5365
X6,2021,4994
M3,2016,8739
M5,2013,5541
5 Series,2010,1755
X5,2015,9517
5 Series,2020,4863
X1,2015,5399
7 Series,2015,565
3 Series,2011,8901
X1,2010,9903
X6,2012,8146
7 Series,2021,9502
X5,2023,2485
3 Series,2011,7283
7 Series,2015,3084
3 Series,2022,8664
M3,2021,7587
3 Series,2015,7944
X6,2022,8332
X6,2014,4340
i8,2019,8477
X5,2019,7044
7 Series,2014,1680
X6,2018,6358
X3,2023,168
3 Series,2014,633
X6,2022,1719
X3,2019,6791
3 Series,2015,5979
3 Series,2020,6320
X6,2013,2800
X1,2019,7756
M3,2023,1104
X6,2023,5106
M5,2024,2808
X5,2010,4921
5 Series,2013,3946
M5,2011,5154
i8,2019,9095
i8,2012,7764
i3,2016,6210
i3,2016,4091
X1,2010,4769
3 Series,2017,340
M3,2016,9895
5 Series,2010,7820
5 Series,2017,2471
M5,2023,8674
i3,2023,2706
X5,2011,4470
3 Series,2017,9479
X5,2012,3060
3 Series,2019,9412
X5,2016,3845
5 Series,2022,9057
M3,2015,392
i3,2014,7198
i8,2024,1482
X5,2020,846
X1,2019,6117
M3,2023,4046
i3,2020,1256
X1,2011,2640
X5,2011,2114
X5,2022,1559
7 Series,2021,7500
i3,2024,1161
M5,2010,6857
7 Series,2023,1302
M3,2018,2433
M5,2020,2348
X6,2017,5287
7 Series,2017,6616
X3,2010,3034
5 Series,2014,1373
7 Series,2021,9416
7 Series,2015,6064
i3,2024,3194
i8,2011,6553
X6,2019,7973
M5,2024,3569
M5,2014,9228
X6,2015,7700
i8,2018,3536
7 Series,2024,5390
i3,2019,7178
M3,2010,6680
7 Series,2022,8175
X1,2019,2389
i8,2012,2321
3 Series,2021,9734
X1,2018,6299
M3,2024,9382
X5,2023,1881
7 Series,2010,2524
5 Series,2010,766
X6,2010,3819
i8,2016,5066
X6,2022,6194
X6,2014,4950
X5,2015,471
5 Series,2022,3187
i8,2024,4745
i8,2023,2570
M5,2017,5372
7 Series,2023,8196
X1,2022,2853
3 Series,2011,4119
3 Series,2022,5381
X3,2011,5799
i3,2012,281
i8,2022,7030
7 Series,2012,9188
X5,2022,6006
X6,2012,3330
i3,2013,3882
X5,2012,2393
X1,2011,286
i8,2018,5609
X5,2015,630
M5,2012,3399
M5,2018,7495
3 Series,2024,1356
X6,2013,2013
M5,2013,2738
X1,2017,9920
X5,2016,4745
i3,2024,8814
i3,2016,355
i3,2019,8171
X3,2016,7601
i8,2019,5608
X1,2020,8029
X1,2014,2268
X1,2024,7072
3 Series,2016,9913
7 Series,2013,3677
M5,2017,7214
X6,2018,6667
5 Series,2022,9966
M3,2021,3453
X6,2012,5690
5 Series,2016,1099
M3,2021,8908
i3,2019,990
X3,2018,3797
i3,2010,7104
7 Series,2011,1264
X5,2016,5694
M5,2024,2186
i8,2022,3008
X3,2011,7813
X3,2016,4270
5 Series,2010,4968
5 Series,2024,1997
5 Series,2012,5421
5 Series,2024,1051
i3,2014,8277
7 Series,2023,2821
i3,2021,1199
M5,2023,9233
X5,2020,8235
5 Series,2015,6458
X3,2024,9590
i3,2022,817
3 Series,2018,9002
7 Series,2018,7505
X3,2012,1080
X1,2023,4303
X3,2017,2098
5 Series,2022,1895
X6,2013,4532
i3,2016,5740
7 Series,2015,2702
X1,2017,7096
3 Series,2015,9534
X3,2013,420
5 Series,2011,9236
7 Series,2016,2259
M3,2020,2644
i3,2024,9608
M3,2022,7914
5 Series,2020,3942
7 Series,2013,3979
3 Series,2022,2823
X3,2018,5089
X6,2018,718
M5,2016,4110
X3,2014,9371
X5,2012,5094
X5,2012,2598
5 Series,2018,5209
7 Series,2018,1361
3 Series,2021,881
X6,2022,9608
M5,2020,5756
M5,2013,6158
X6,2020,9863
3 Series,2010,8567
X6,2022,3637
X5,2019,2270
3 Series,2014,1779
5 Series,2023,7504
i3,2017,9076
M3,2019,4543
7 Series,2024,6620
M5,2024,5578
i8,2013,1116
X3,2019,6585
3 Series,2019,5619
5 Series,2013,7608
M5,2022,8000
X6,2021,1199
7 Series,2023,6136
M3,2018,1977
7 Series,2024,1992
5 Series,2018,9815
M5,2016,2144
X3,2019,7124
X3,2017,3285
i3,2021,3966
M3,2021,8567
X3,2013,506
i3,2017,8300
5 Series,2023,4262
7 Series,2015,1930
7 Series,2022,9924
i8,2012,1839
3 Series,2016,6740
7 Series,2012,6683
5 Series,2020,3668
X6,2016,6785
M5,2014,5312
X5,2013,4714
5 Series,2012,1575
5 Series,2017,8928
M3,2013,2935
X5,2017,6566
7 Series,2019,828
X3,2012,9953
X3,2019,245
M5,2022,723
i8,2018,7768
M5,2015,8139
X5,2024,1144
i3,2014,3489
X1,2014,2638
M5,2022,6222
X3,2012,3468
X5,2011,5868
3 Series,2015,2127
X5,2020,9318
X3,2010,8666
M5,2024,6521
3 Series,2024,5422
X3,2023,2990
5 Series,2016,3605
X3,2024,238
M3,2014,1837
X3,2013,5309
X1,2018,5555
X6,2019,8980
i3,2010,5500
M3,2020,9310
M3,2024,5000
X1,2013,2762
i3,2012,4545
X6,2015,4242
i3,2014,8530
M3,2016,7372
X3,2022,4270
X1,2010,1197
7 Series,2022,6038
M5,2014,5507
i3,2023,813
M3,2011,9725
M5,2011,791
X6,2020,450
X6,2024,2326
M3,2020,8936
i8,2011,9181
M5,2018,7213
M5,2019,5942
M3,2012,8221
X1,2013,203
X3,2024,9472
X5,2014,6367
X3,2023,4087
X3,2013,5038
7 Series,2013,1300
i8,2014,7233
3 Series,2019,4188
X1,2024,9456
X5,2018,2930
3 Series,2021,2111
i3,2018,8195
X5,2023,5213
M5,2023,9949
3 Series,2015,9255
5 Series,2020,4230
X1,2021,7220
X5,2023,672
X6,2012,944
X6,2015,1904
X1,2019,2446
X3,2013,1876
M5,2012,5688
5 Series,2015,6315
3 Series,2024,7411
X1,2020,408
3 Series,2015,157
M5,2011,1844
M5,2018,1345
i3,2017,2386
X5,2015,8850
7 Series,2010,7343
M5,2021,9487
M3,2011,2542
X6,2024,9300
X5,2013,7955
5 Series,2016,7419
X5,2018,7518
X5,2019,223
5 Series,2014,8513
3 Series,2019,8088
3 Series,2011,554
M5,2024,7574
M3,2022,6901
3 Series,2020,6870
M3,2020,9345
X1,2020,757
X3,2010,6301
X6,2019,6514
7 Series,2023,7344
3 Series,2022,8835
X5,2023,2514
i8,2010,5543
X3,2014,8557
X1,2023,8146
i3,2016,3798
i8,2018,3774
X3,2018,9541
i3,2017,1906
M5,2010,3148
i3,2014,3224
7 Series,2015,7915
i3,2015,7124
M5,2013,9727
M3,2010,8769
i8,2012,7301
i8,2019,1456
5 Series,2024,5862
7 Series,2024,5545
7 Series,2013,3253
X3,2013,1161
X5,2022,4804
i8,2013,743
i3,2023,633
i8,2014,5748
3 Series,2022,3654
i8,2024,3930
i8,2024,1964
M5,2020,6357
3 Series,2018,9047
i8,2013,2442
3 Series,2018,4071
7 Series,2018,8427
7 Series,2010,7493
i8,2014,3192
M5,2018,7653
M3,2013,1746
X6,2014,6411
X5,2013,386
7 Series,2022,8157
i3,2011,6527
5 Series,2019,3290
X6,2011,1412
X3,2011,5530
M3,2022,8067
X5,2010,3655
i3,2012,7906
i3,2024,6394
X5,2023,487
5 Series,2020,1017
M3,2019,3273
M3,2010,9688
X5,2013,6149
X3,2010,6909
X1,2013,1534
X6,2012,861
3 Series,2018,7751
M3,2010,967
M3,2023,8455
7 Series,2017,575
i3,2020,2866
X5,2018,244
5 Series,2021,2864
i3,2016,8093
3 Series,2010,3646
X3,2013,6497
7 Series,2019,5996
X6,2010,8049
5 Series,2013,6539
M3,2024,1919
3 Series,2012,7476
X6,2011,3453
X5,2010,686
M5,2015,6635
5 Series,2021,4874
M3,2016,5849
X5,2015,6012
X1,2018,4716
X1,2021,9787
X6,2018,427
i3,2011,4436
7 Series,2024,6929
X5,2024,3765
M3,2011,9390
X5,2018,5303
5 Series,2010,6536
i8,2014,8115
5 Series,2010,9960
X6,2016,6932
5 Series,2018,6805
X3,2015,2049
7 Series,2023,5026
X3,2011,4188
X5,2015,6833
7 Series,2018,4986
X3,2012,9886
i3,2018,3835
i8,2017,301
X6,2024,5769
i8,2022,5181
X3,2021,1017
M5,2016,8176
7 Series,2017,9496
M3,2019,2993
5 Series,2015,1145
3 Series,2012,428
X6,2016,3229
7 Series,2013,5844
3 Series,2020,5739
5 Series,2019,4037
M3,2023,5216
i3,2014,4183
X1,2017,8582
X5,2024,6816
3 Series,2016,6603
i8,2016,3203
X1,2017,2685
7 Series,2019,148
X3,2012,657
5 Series,2012,5648
M5,2011,655
M5,2024,3338
5 Series,2010,300
i3,2019,6042
i8,2015,9890
X5,2015,6501
X1,2022,4429
M5,2019,8653
X3,2021,3346
X3,2017,3094
M5,2023,1194
M5,2015,1095
X1,2015,2884
7 Series,2010,727
3 Series,2021,4961
5 Series,2016,1561
M5,2016,3008
5 Series,2019,8386
i8,2018,6268
X3,2023,9491
i3,2024,4451
X6,2021,8927
3 Series,2016,9865
5 Series,2017,256
M5,2013,7064
X5,2018,6503
M5,2024,4187
3 Series,2023,9163
X6,2010,9357
X1,2017,618
i8,2012,1086
i3,2023,213
3 Series,2010,7259
i3,2011,6097
X3,2024,8783
X3,2015,4049
i3,2014,7794
i3,2023,3340
7 Series,2012,4214
i3,2018,4251
7 Series,2017,9380
i8,2022,5555
X3,2012,336
i8,2011,5612
X5,2017,9098
X3,2023,5753
M3,2024,4954
i8,2014,894
3 Series,2024,8431
X6,2018,5352
7 Series,2010,4187
3 Series,2019,1884
3 Series,2012,7582
7 Series,2014,9513
X3,2011,5241
M5,2012,8425
i3,2013,4618
X3,2013,9864
X3,2020,7984
M3,2018,1579
i3,2010,7735
5 Series,2021,4104
M3,2018,5719
X1,2024,5102
X5,2018,9203
M5,2020,2069
3 Series,2015,8013
M5,2020,8762
X6,2010,9376
M3,2020,5564
X6,2022,2267
X1,2021,8708
7 Series,2015,1270
i3,2017,9385
3 Series,2014,4668
3 Series,2014,8814
X3,2010,6618
i3,2010,6140
5 Series,2017,7820
7 Series,2022,7562
X6,2014,1338
X1,2017,5015
X6,2019,7485
X3,2011,9800
X5,2024,9562
M5,2013,8162
3 Series,2022,1965
X6,2020,8609
M5,2023,1099
M5,2019,4133
5 Series,2018,9263
M3,2022,6764
M3,2012,5316
X3,2015,5796
i3,2020,2430
5 Series,2016,4052
M5,2012,2401
i8,2010,355
3 Series,2011,3253
X6,2020,9487
X3,2023,6433
7 Series,2019,2060
i3,2016,2930
M3,2016,510
X1,2021,1515
X1,2010,9154
i3,2019,2671
i8,2016,4529
3 Series,2024,8392
i3,2019,6096
i8,2020,3639
X1,2015,7285
X1,2020,7992
X5,2015,7218
X3,2016,4577
M3,2016,7997
X3,2010,3559
i3,2019,5741
i8,2014,2404
5 Series,2024,9983
5 Series,2023,1604
5 Series,2023,3145
i3,2017,2168
X1,2017,8633
3 Series,2012,6404
3 Series,2012,138
X1,2016,5524
X5,2024,6955
M5,2013,4994
7 Series,2015,3492
X3,2018,498
5 Series,2019,5292
i8,2011,579
X3,2011,7347
5 Series,2015,3516
X5,2012,1654
M3,2010,2772
M5,2011,6177
X6,2023,5826
3 Series,2022,5523
M5,2016,8318
X6,2013,779
M5,2021,9484
X6,2011,2320
i8,2020,1053
X6,2021,3406
i8,2021,8102
i3,2017,1479
X5,2013,9559
3 Series,2013,8586
5 Series,2011,8098
X5,2023,1499
X1,2010,9709
